mmu-miR-7119-3p	miR-7119-3p
lja-miR11078e-3p	lja-miR11078e-3p
lja-miR11078f-3p	lja-miR11078f-3p
lja-miR11078g-3p	lja-miR11078g-3p
lja-miR11079-3p	lja-miR11079-3p
lja-miR11079-5p	lja-miR11079-5p
lja-miR11080-3p	lja-miR11080-3p
lja-miR11081-3p	lja-miR11081-3p
lja-miR11082a-3p	lja-miR11082a-3p
lja-miR11082b-3p	lja-miR11082b-3p
lja-miR11082c-3p	lja-miR11082c-3p
lja-miR11082d-3p	lja-miR11082d-3p
lja-miR11082e-3p	lja-miR11082e-3p
lja-miR11082f-3p	lja-miR11082f-3p
lja-miR11082g-3p	lja-miR11082g-3p
lja-miR11082h-3p	lja-miR11082h-3p
lja-miR11082i-3p	lja-miR11082i-3p
lja-miR11082i-5p	lja-miR11082i-5p
lja-miR11082j-3p	lja-miR11082j-3p
lja-miR11082k-3p	lja-miR11082k-3p
lja-miR11082l-3p	lja-miR11082l-3p
lja-miR11082m-3p	lja-miR11082m-3p
lja-miR11083a-3p	lja-miR11083a-3p
lja-miR11083b-3p	lja-miR11083b-3p
lja-miR11083c-3p	lja-miR11083c-3p
lja-miR11083c-5p	lja-miR11083c-5p
lja-miR11083d-3p	lja-miR11083d-3p
lja-miR11083e-3p	lja-miR11083e-3p
lja-miR11083f-3p	lja-miR11083f-3p
lja-miR11084-5p	lja-miR11084-5p
lja-miR11085-3p	lja-miR11085-3p
lja-miR11085-5p	lja-miR11085-5p
lja-miR11086-3p	lja-miR11086-3p
lja-miR11086-5p	lja-miR11086-5p
lja-miR11087-3p	lja-miR11087-3p
lja-miR11088a-3p	lja-miR11088a-3p
lja-miR11088a-5p	lja-miR11088a-5p
lja-miR11088b-5p	lja-miR11088b-5p
lja-miR11089a-5p	lja-miR11089a-5p
lja-miR11089b-3p	lja-miR11089b-3p
lja-miR11089c-5p	lja-miR11089c-5p
lja-miR11090a-5p	lja-miR11090a-5p
lja-miR11090b-5p	lja-miR11090b-5p
lja-miR11090c-5p	lja-miR11090c-5p
lja-miR11090d-3p	lja-miR11090d-3p
lja-miR11090d-5p	lja-miR11090d-5p
lja-miR11090e-5p	lja-miR11090e-5p
lja-miR11091-3p	lja-miR11091-3p
lja-miR11092-3p	lja-miR11092-3p
lja-miR11093-3p	lja-miR11093-3p
lja-miR11094-3p	lja-miR11094-3p
lja-miR11095-3p	lja-miR11095-3p
lja-miR11095-5p	lja-miR11095-5p
lja-miR11096a-3p	lja-miR11096a-3p
lja-miR11096b-3p	lja-miR11096b-3p
lja-miR11097a-3p	lja-miR11097a-3p
lja-miR11097a-5p	lja-miR11097a-5p
lja-miR11097b-3p	lja-miR11097b-3p
lja-miR11097c-3p	lja-miR11097c-3p
lja-miR11097d-5p	lja-miR11097d-5p
lja-miR11097e-5p	lja-miR11097e-5p
lja-miR11097f-5p	lja-miR11097f-5p
lja-miR11097g-5p	lja-miR11097g-5p
lja-miR11097h-5p	lja-miR11097h-5p
lja-miR11097i-3p	lja-miR11097i-3p
lja-miR11098-3p	lja-miR11098-3p
lja-miR11099-5p	lja-miR11099-5p
lja-miR11100-3p	lja-miR11100-3p
lja-miR11100-5p	lja-miR11100-5p
lja-miR11101a-3p	lja-miR11101a-3p
lja-miR11101b-3p	lja-miR11101b-3p
lja-miR11102-3p	lja-miR11102-3p
lja-miR11103a-3p	lja-miR11103a-3p
lja-miR11103b-5p	lja-miR11103b-5p
lja-miR11103c-3p	lja-miR11103c-3p
lja-miR11103c-5p	lja-miR11103c-5p
lja-miR11103d-5p	lja-miR11103d-5p
lja-miR11103e-3p	lja-miR11103e-3p
lja-miR11104-3p	lja-miR11104-3p
lja-miR11104-5p	lja-miR11104-5p
lja-miR11105a-5p	lja-miR11105a-5p
lja-miR11105b-5p	lja-miR11105b-5p
lja-miR11105c-5p	lja-miR11105c-5p
lja-miR11105d-5p	lja-miR11105d-5p
lja-miR11106-3p	lja-miR11106-3p
lja-miR11106-5p	lja-miR11106-5p
lja-miR11107a-3p	lja-miR11107a-3p
lja-miR11107a-5p	lja-miR11107a-5p
lja-miR11107b-3p	lja-miR11107b-3p
lja-miR11107c-3p	lja-miR11107c-3p
lja-miR11107c-5p	lja-miR11107c-5p
lja-miR11108a-3p	lja-miR11108a-3p
lja-miR11108a-5p	lja-miR11108a-5p
lja-miR11108b-3p	lja-miR11108b-3p
lja-miR11108c-3p	lja-miR11108c-3p
lja-miR11108d-3p	lja-miR11108d-3p
lja-miR11108d-5p	lja-miR11108d-5p
lja-miR11108e-3p	lja-miR11108e-3p
lja-miR11108e-5p	lja-miR11108e-5p
lja-miR11108f-3p	lja-miR11108f-3p
lja-miR11108f-5p	lja-miR11108f-5p
lja-miR11108g-5p	lja-miR11108g-5p
lja-miR11108h-5p	lja-miR11108h-5p
lja-miR11108i-3p	lja-miR11108i-3p
lja-miR11108j-3p	lja-miR11108j-3p
lja-miR11108j-5p	lja-miR11108j-5p
lja-miR11108k-3p	lja-miR11108k-3p
lja-miR11108k-5p	lja-miR11108k-5p
lja-miR11108l-5p	lja-miR11108l-5p
lja-miR11108m-3p	lja-miR11108m-3p
lja-miR11108n-3p	lja-miR11108n-3p
lja-miR11108n-5p	lja-miR11108n-5p
lja-miR11108o-3p	lja-miR11108o-3p
lja-miR11108p-3p	lja-miR11108p-3p
lja-miR11108p-5p	lja-miR11108p-5p
lja-miR11108q-3p	lja-miR11108q-3p
lja-miR11108q-5p	lja-miR11108q-5p
lja-miR11108r-3p	lja-miR11108r-3p
lja-miR11108r-5p	lja-miR11108r-5p
lja-miR11108s-3p	lja-miR11108s-3p
lja-miR11108s-5p	lja-miR11108s-5p
lja-miR11108t-3p	lja-miR11108t-3p
lja-miR11108u-3p	lja-miR11108u-3p
lja-miR11108v-3p	lja-miR11108v-3p
lja-miR11108w-5p	lja-miR11108w-5p
lja-miR11108x-5p	lja-miR11108x-5p
lja-miR11109-5p	lja-miR11109-5p
lja-miR11110a-5p	lja-miR11110a-5p
lja-miR11110b-3p	lja-miR11110b-3p
lja-miR11110b-5p	lja-miR11110b-5p
lja-miR11111-3p	lja-miR11111-3p
lja-miR11112-3p	lja-miR11112-3p
lja-miR11113-3p	lja-miR11113-3p
lja-miR11113-5p	lja-miR11113-5p
lja-miR11114-3p	lja-miR11114-3p
lja-miR11114-5p	lja-miR11114-5p
lja-miR11115-5p	lja-miR11115-5p
lja-miR11116-3p	lja-miR11116-3p
lja-miR11117a-3p	lja-miR11117a-3p
lja-miR11117a-5p	lja-miR11117a-5p
lja-miR11117b-3p	lja-miR11117b-3p
lja-miR11118-3p	lja-miR11118-3p
lja-miR11118-5p	lja-miR11118-5p
lja-miR11119-5p	lja-miR11119-5p
lja-miR11120-3p	lja-miR11120-3p
lja-miR11120-5p	lja-miR11120-5p
lja-miR11121-3p	lja-miR11121-3p
lja-miR11122-3p	lja-miR11122-3p
lja-miR11123-3p	lja-miR11123-3p
lja-miR11123-5p	lja-miR11123-5p
lja-miR11124-3p	lja-miR11124-3p
lja-miR11124-5p	lja-miR11124-5p
lja-miR11125-5p	lja-miR11125-5p
lja-miR11126-3p	lja-miR11126-3p
lja-miR11126-5p	lja-miR11126-5p
lja-miR11127-5p	lja-miR11127-5p
lja-miR11128-3p	lja-miR11128-3p
lja-miR11128-5p	lja-miR11128-5p
lja-miR11129-3p	lja-miR11129-3p
lja-miR11130-3p	lja-miR11130-3p
lja-miR11130-5p	lja-miR11130-5p
lja-miR11131-3p	lja-miR11131-3p
lja-miR11131-5p	lja-miR11131-5p
lja-miR11132-5p	lja-miR11132-5p
lja-miR11133-5p	lja-miR11133-5p
lja-miR11134-3p	lja-miR11134-3p
lja-miR11134-5p	lja-miR11134-5p
lja-miR11135a-3p	lja-miR11135a-3p
lja-miR11135b-3p	lja-miR11135b-3p
lja-miR11135c-3p	lja-miR11135c-3p
lja-miR11135d-3p	lja-miR11135d-3p
lja-miR11136-3p	lja-miR11136-3p
lja-miR11136-5p	lja-miR11136-5p
lja-miR11137-5p	lja-miR11137-5p
lja-miR11138-3p	lja-miR11138-3p
lja-miR11139-3p	lja-miR11139-3p
lja-miR11140-3p	lja-miR11140-3p
lja-miR11140-5p	lja-miR11140-5p
lja-miR11141-3p	lja-miR11141-3p
lja-miR11142-3p	lja-miR11142-3p
lja-miR11143-3p	lja-miR11143-3p
lja-miR11143-5p	lja-miR11143-5p
lja-miR11144-3p	lja-miR11144-3p
lja-miR11144-5p	lja-miR11144-5p
lja-miR11145a-3p	lja-miR11145a-3p
lja-miR11145b-3p	lja-miR11145b-3p
lja-miR11145c-3p	lja-miR11145c-3p
lja-miR11145d-3p	lja-miR11145d-3p
lja-miR11146-3p	lja-miR11146-3p
lja-miR11147-5p	lja-miR11147-5p
lja-miR11148-5p	lja-miR11148-5p
lja-miR11149a-3p	lja-miR11149a-3p
lja-miR11149a-5p	lja-miR11149a-5p
lja-miR11149b-3p	lja-miR11149b-3p
lja-miR11150-3p	lja-miR11150-3p
lja-miR11151-3p	lja-miR11151-3p
lja-miR11152-5p	lja-miR11152-5p
lja-miR11153-5p	lja-miR11153-5p
lja-miR11154-5p	lja-miR11154-5p
lja-miR11155a-5p	lja-miR11155a-5p
lja-miR11155b-5p	lja-miR11155b-5p
lja-miR11155c-3p	lja-miR11155c-3p
lja-miR11155c-5p	lja-miR11155c-5p
lja-miR11155d-5p	lja-miR11155d-5p
lja-miR11155e-5p	lja-miR11155e-5p
lja-miR11156-5p	lja-miR11156-5p
lja-miR11157-3p	lja-miR11157-3p
lja-miR11158-3p	lja-miR11158-3p
lja-miR11159-3p	lja-miR11159-3p
lja-miR11160-5p	lja-miR11160-5p
lja-miR11161-5p	lja-miR11161-5p
lja-miR11162-3p	lja-miR11162-3p
lja-miR11163-5p	lja-miR11163-5p
lja-miR11164-5p	lja-miR11164-5p
lja-miR11165-3p	lja-miR11165-3p
lja-miR11166-3p	lja-miR11166-3p
lja-miR11167-5p	lja-miR11167-5p
lja-miR11168-5p	lja-miR11168-5p
lja-miR11169-5p	lja-miR11169-5p
lja-miR11170-3p	lja-miR11170-3p
lja-miR11171-5p	lja-miR11171-5p
lja-miR11172-5p	lja-miR11172-5p
lja-miR11173-3p	lja-miR11173-3p
lja-miR11174-3p	lja-miR11174-3p
lja-miR11175-5p	lja-miR11175-5p
lja-miR11176-3p	lja-miR11176-3p
lja-miR11177-5p	lja-miR11177-5p
lja-miR11178-3p	lja-miR11178-3p
lja-miR11179-3p	lja-miR11179-3p
lja-miR11180-3p	lja-miR11180-3p
lja-miR1120-3p	lja-miR1120-3p
lja-miR1507a	lja-miR1507a
lja-miR1507b	lja-miR1507b
lja-miR1511-3p	lja-miR1511-3p
lja-miR164-5p	lja-miR164-5p
lja-miR166-3p	lja-miR166-3p
lja-miR167	lja-miR167
lja-miR167a	lja-miR167a
lja-miR167b	lja-miR167b
lja-miR167c	lja-miR167c
lja-miR168-3p	lja-miR168-3p
lja-miR168-5p	lja-miR168-5p
lja-miR171a	lja-miR171a
lja-miR171b	lja-miR171b
lja-miR171c	lja-miR171c
lja-miR171d-3p	lja-miR171d-3p
lja-miR171d-5p	lja-miR171d-5p
lja-miR172a	lja-miR172a
lja-miR172b	lja-miR172b
lja-miR172c	lja-miR172c
lja-miR2111-3p	lja-miR2111-3p
lja-miR2111-5p	lja-miR2111-5p
lja-miR390a-3p	lja-miR390a-3p
lja-miR390a-5p	lja-miR390a-5p
lja-miR390b-3p	lja-miR390b-3p
lja-miR390b-5p	lja-miR390b-5p
lja-miR395-3p	lja-miR395-3p
lja-miR396	lja-miR396
lja-miR397	lja-miR397
lja-miR398-3p	lja-miR398-3p
lja-miR398-5p	lja-miR398-5p
lja-miR408	lja-miR408
lja-miR477-3p	lja-miR477-3p
lja-miR477-5p	lja-miR477-5p
lja-miR5287a-3p	lja-miR5287a-3p
lja-miR5287b-3p	lja-miR5287b-3p
lja-miR5287c-3p	lja-miR5287c-3p
lja-miR5287d-3p	lja-miR5287d-3p
lja-miR7516-3p	lja-miR7516-3p
lja-miR7516-5p	lja-miR7516-5p
lja-miR7517	lja-miR7517
lja-miR7518	lja-miR7518
lja-miR7519	lja-miR7519
lja-miR7520	lja-miR7520
lja-miR7521	lja-miR7521
lja-miR7522	lja-miR7522
lja-miR7523a	lja-miR7523a
lja-miR7523b	lja-miR7523b
lja-miR7524	lja-miR7524
lja-miR7525	lja-miR7525
lja-miR7526a	lja-miR7526a
lja-miR7526b	lja-miR7526b
lja-miR7526c	lja-miR7526c
lja-miR7526d	lja-miR7526d
lja-miR7526e	lja-miR7526e
lja-miR7526f	lja-miR7526f
lja-miR7526g	lja-miR7526g
lja-miR7526h	lja-miR7526h
lja-miR7526i-3p	lja-miR7526i-3p
lja-miR7526j-3p	lja-miR7526j-3p
lja-miR7526k-3p	lja-miR7526k-3p
lja-miR7526l-3p	lja-miR7526l-3p
lja-miR7526l-5p	lja-miR7526l-5p
lja-miR7527	lja-miR7527
lja-miR7528	lja-miR7528
lja-miR7529	lja-miR7529
lja-miR7530	lja-miR7530
lja-miR7531	lja-miR7531
lja-miR7532a	lja-miR7532a
lja-miR7532b	lja-miR7532b
lja-miR7533a	lja-miR7533a
lja-miR7533b	lja-miR7533b
lja-miR7533c-5p	lja-miR7533c-5p
lja-miR7533d-3p	lja-miR7533d-3p
lja-miR7534	lja-miR7534
lja-miR7535	lja-miR7535
lja-miR7536a	lja-miR7536a
lja-miR7536b	lja-miR7536b
lja-miR7537	lja-miR7537
lja-miR7538	lja-miR7538
lja-miR7539	lja-miR7539
lja-miR7540a	lja-miR7540a
lja-miR7540b	lja-miR7540b
lja-miR7541	lja-miR7541
lja-miR7542	lja-miR7542
lja-miR7543	lja-miR7543
lja-miR7544	lja-miR7544
lja-miR7545	lja-miR7545
lja-miR7546	lja-miR7546
lla-miR-100	lla-miR-100
lla-miR-101	lla-miR-101
lla-miR-103	lla-miR-103
lla-miR-105	lla-miR-105
lla-miR-106b	lla-miR-106b
lla-miR-107	lla-miR-107
lla-miR-124a	lla-miR-124a
lla-miR-125b	lla-miR-125b
lla-miR-127	lla-miR-127
lla-miR-133a	lla-miR-133a
lla-miR-135	lla-miR-135
lla-miR-139	lla-miR-139
lla-miR-143	lla-miR-143
lla-miR-15a	lla-miR-15a
lla-miR-15b	lla-miR-15b
lla-miR-16	lla-miR-16
lla-miR-17-3p	lla-miR-17-3p
lla-miR-17-5p	lla-miR-17-5p
lla-miR-18	lla-miR-18
lla-miR-181a-3p	lla-miR-181a-3p
lla-miR-181a-5p	lla-miR-181a-5p
lla-miR-181b	lla-miR-181b
lla-miR-196	lla-miR-196
lla-miR-198	lla-miR-198
lla-miR-199a	lla-miR-199a
lla-miR-19a	lla-miR-19a
lla-miR-19b	lla-miR-19b
lla-miR-20	lla-miR-20
lla-miR-205	lla-miR-205
lla-miR-218	lla-miR-218
lla-miR-22	lla-miR-22
lla-miR-25	lla-miR-25
lla-miR-26a	lla-miR-26a
lla-miR-28	lla-miR-28
lla-miR-29a	lla-miR-29a
lla-miR-29b	lla-miR-29b
lla-miR-30b	lla-miR-30b
lla-miR-30c	lla-miR-30c
lla-miR-34a	lla-miR-34a
lla-miR-7	lla-miR-7
lla-miR-9	lla-miR-9
lla-miR-92	lla-miR-92
lla-miR-93	lla-miR-93
lla-miR-95	lla-miR-95
lla-miR-99a	lla-miR-99a
lmi-miR-10-3p	lmi-miR-10-3p
lmi-miR-10-5p	lmi-miR-10-5p
lmi-miR-210-3p	lmi-miR-210-3p
lmi-miR-210-5p	lmi-miR-210-5p
lmi-miR-276-3p	lmi-miR-276-3p
lmi-miR-276-5p	lmi-miR-276-5p
lmi-miR-281-3p	lmi-miR-281-3p
lmi-miR-281-5p	lmi-miR-281-5p
lmi-miR-307-3p	lmi-miR-307-3p
lmi-miR-307-5p	lmi-miR-307-5p
lmi-miR-8-3p	lmi-miR-8-3p
lmi-miR-8-5p	lmi-miR-8-5p
lmi-miR-9a-3p	lmi-miR-9a-3p
lmi-miR-9a-5p	lmi-miR-9a-5p
lus-miR156a	lus-miR156a
lus-miR156b	lus-miR156b
lus-miR156c	lus-miR156c
lus-miR156d	lus-miR156d
lus-miR156e	lus-miR156e
lus-miR156f	lus-miR156f
lus-miR156g	lus-miR156g
lus-miR156h	lus-miR156h
lus-miR156i	lus-miR156i
lus-miR159a	lus-miR159a
lus-miR159b	lus-miR159b
lus-miR159c	lus-miR159c
lus-miR160a	lus-miR160a
lus-miR160b	lus-miR160b
lus-miR160c	lus-miR160c
lus-miR160d	lus-miR160d
lus-miR160e	lus-miR160e
lus-miR160f	lus-miR160f
lus-miR160g	lus-miR160g
lus-miR160h	lus-miR160h
lus-miR160i	lus-miR160i
lus-miR160j	lus-miR160j
lus-miR162a	lus-miR162a
lus-miR162b	lus-miR162b
lus-miR164a	lus-miR164a
lus-miR164b	lus-miR164b
lus-miR164c	lus-miR164c
lus-miR164d	lus-miR164d
lus-miR164e	lus-miR164e
lus-miR166a	lus-miR166a
lus-miR166b	lus-miR166b
lus-miR166c	lus-miR166c
lus-miR166d	lus-miR166d
lus-miR166e	lus-miR166e
lus-miR166f	lus-miR166f
lus-miR166g	lus-miR166g
lus-miR166h	lus-miR166h
lus-miR166i	lus-miR166i
lus-miR166j	lus-miR166j
lus-miR166k	lus-miR166k
lus-miR167a	lus-miR167a
lus-miR167b	lus-miR167b
lus-miR167c	lus-miR167c
lus-miR167d	lus-miR167d
lus-miR167e	lus-miR167e
lus-miR167f	lus-miR167f
lus-miR167g	lus-miR167g
lus-miR167h	lus-miR167h
lus-miR167i	lus-miR167i
lus-miR168a	lus-miR168a
lus-miR168b	lus-miR168b
lus-miR169a	lus-miR169a
lus-miR169b	lus-miR169b
lus-miR169c	lus-miR169c
lus-miR169d	lus-miR169d
lus-miR169e	lus-miR169e
lus-miR169f	lus-miR169f
lus-miR169g	lus-miR169g
lus-miR169h	lus-miR169h
lus-miR169i	lus-miR169i
lus-miR169j	lus-miR169j
lus-miR169k	lus-miR169k
lus-miR169l	lus-miR169l
lus-miR171a	lus-miR171a
lus-miR171b	lus-miR171b
lus-miR171c	lus-miR171c
lus-miR171d	lus-miR171d
lus-miR171e	lus-miR171e
lus-miR171f	lus-miR171f
lus-miR171g	lus-miR171g
lus-miR171h	lus-miR171h
lus-miR171i	lus-miR171i
lus-miR171j	lus-miR171j
lus-miR172a	lus-miR172a
lus-miR172b	lus-miR172b
lus-miR172c	lus-miR172c
lus-miR172d	lus-miR172d
lus-miR172e	lus-miR172e
lus-miR172f	lus-miR172f
lus-miR172g	lus-miR172g
lus-miR172h	lus-miR172h
lus-miR172i	lus-miR172i
lus-miR172j	lus-miR172j
lus-miR319a	lus-miR319a
lus-miR319b	lus-miR319b
lus-miR390a	lus-miR390a
lus-miR390b	lus-miR390b
lus-miR390c	lus-miR390c
lus-miR390d	lus-miR390d
lus-miR393a	lus-miR393a
lus-miR393b	lus-miR393b
lus-miR393c	lus-miR393c
lus-miR393d	lus-miR393d
lus-miR394a	lus-miR394a
lus-miR394b	lus-miR394b
lus-miR395a	lus-miR395a
lus-miR395b	lus-miR395b
lus-miR395c	lus-miR395c
lus-miR395d	lus-miR395d
lus-miR395e	lus-miR395e
lus-miR396a	lus-miR396a
lus-miR396b	lus-miR396b
lus-miR396c	lus-miR396c
lus-miR396d	lus-miR396d
lus-miR396e	lus-miR396e
lus-miR397a	lus-miR397a
lus-miR397b	lus-miR397b
lus-miR398a	lus-miR398a
lus-miR398b	lus-miR398b
lus-miR398c	lus-miR398c
lus-miR398d	lus-miR398d
lus-miR398e	lus-miR398e
lus-miR398f	lus-miR398f
lus-miR399a	lus-miR399a
lus-miR399b	lus-miR399b
lus-miR399c	lus-miR399c
lus-miR399d	lus-miR399d
lus-miR399e	lus-miR399e
lus-miR399f	lus-miR399f
lus-miR399g	lus-miR399g
lus-miR408a	lus-miR408a
lus-miR530a	lus-miR530a
lus-miR530b	lus-miR530b
lus-miR828a	lus-miR828a
lva-let-7-5p	lva-let-7-5p
lva-miR-10-5p	lva-miR-10-5p
lva-miR-124-3p	lva-miR-124-3p
lva-miR-125-5p	lva-miR-125-5p
lva-miR-133-3p	lva-miR-133-3p
lva-miR-137-3p	lva-miR-137-3p
lva-miR-1-3p	lva-miR-1-3p
lva-miR-153-3p	lva-miR-153-3p
lva-miR-182-5p	lva-miR-182-5p
lva-miR-183-5p	lva-miR-183-5p
lva-miR-184-3p	lva-miR-184-3p
lva-miR-193-3p	lva-miR-193-3p
lva-miR-2001-5p	lva-miR-2001-5p
lva-miR-2002-3p	lva-miR-2002-3p
lva-miR-2003-5p	lva-miR-2003-5p
lva-miR-200-3p	lva-miR-200-3p
lva-miR-2004-3p	lva-miR-2004-3p
lva-miR-2005-5p	lva-miR-2005-5p
lva-miR-2006-3p	lva-miR-2006-3p
lva-miR-2007-5p	lva-miR-2007-5p
lva-miR-2008-5p	lva-miR-2008-5p
lva-miR-2009-3p	lva-miR-2009-3p
lva-miR-2010-3p	lva-miR-2010-3p
lva-miR-2011-3p	lva-miR-2011-3p
lva-miR-2012-5p	lva-miR-2012-5p
lva-miR-2013-3p	lva-miR-2013-3p
lva-miR-210-3p	lva-miR-210-3p
lva-miR-219-5p	lva-miR-219-5p
lva-miR-22-3p	lva-miR-22-3p
lva-miR-242-5p	lva-miR-242-5p
lva-miR-252a-5p	lva-miR-252a-5p
lva-miR-252b-5p	lva-miR-252b-5p
lva-miR-278-3p	lva-miR-278-3p
lva-miR-29a-3p	lva-miR-29a-3p
lva-miR-29b-3p	lva-miR-29b-3p
lva-miR-31-5p	lva-miR-31-5p
lva-miR-33-5p	lva-miR-33-5p
lva-miR-34-5p	lva-miR-34-5p
lva-miR-375-3p	lva-miR-375-3p
lva-miR-4847-5p	lva-miR-4847-5p
lva-miR-4850-5p	lva-miR-4850-5p
lva-miR-4854-3p	lva-miR-4854-3p
lva-miR-71-5p	lva-miR-71-5p
lva-miR-7-5p	lva-miR-7-5p
lva-miR-92a-3p	lva-miR-92a-3p
lva-miR-92b-3p	lva-miR-92b-3p
lva-miR-9-5p	lva-miR-9-5p
lva-miR-96-5p	lva-miR-96-5p
lva-miR-981-3p	lva-miR-981-3p
mcmv-miR-m01-1	mcmv-miR-m01-1
mcmv-miR-m01-2-3p	mcmv-miR-m01-2-3p
mcmv-miR-m01-2-5p	mcmv-miR-m01-2-5p
mcmv-miR-m01-3-3p	mcmv-miR-m01-3-3p
mcmv-miR-m01-3-5p	mcmv-miR-m01-3-5p
mcmv-miR-m01-4-3p	mcmv-miR-m01-4-3p
mcmv-miR-m01-4-5p	mcmv-miR-m01-4-5p
mcmv-miR-m107-1-3p	mcmv-miR-m107-1-3p
mcmv-miR-m107-1-5p	mcmv-miR-m107-1-5p
mcmv-miR-m108-1-3p	mcmv-miR-m108-1-3p
mcmv-miR-m108-1-5p	mcmv-miR-m108-1-5p
mcmv-miR-m108-2-3p	mcmv-miR-m108-2-3p
mcmv-miR-m108-2-5p.1	mcmv-miR-m108-2-5p.1
mcmv-miR-m108-2-5p.2	mcmv-miR-m108-2-5p.2
mcmv-miR-m21-1	mcmv-miR-m21-1
mcmv-miR-m22-1	mcmv-miR-m22-1
mcmv-miR-M23-1-3p	mcmv-miR-M23-1-3p
mcmv-miR-M23-1-5p	mcmv-miR-M23-1-5p
mcmv-miR-M23-2-3p	mcmv-miR-M23-2-3p
mcmv-miR-M23-2-5p	mcmv-miR-M23-2-5p
mcmv-miR-M44-1	mcmv-miR-M44-1
mcmv-miR-M55-1	mcmv-miR-M55-1
mcmv-miR-m59-1	mcmv-miR-m59-1
mcmv-miR-m59-2	mcmv-miR-m59-2
mcmv-miR-M87-1	mcmv-miR-M87-1
mcmv-miR-m88-1-3p	mcmv-miR-m88-1-3p
mcmv-miR-m88-1-5p	mcmv-miR-m88-1-5p
mcmv-miR-M95-1-3p	mcmv-miR-M95-1-3p
mcmv-miR-M95-1-5p	mcmv-miR-M95-1-5p
mco-bantam-3p	mco-bantam-3p
mco-let-7-5p	mco-let-7-5p
mco-miR-10293-3p	mco-miR-10293-3p
mco-miR-10-5p	mco-miR-10-5p
mco-miR-12065-3p	mco-miR-12065-3p
mco-miR-12066-3p	mco-miR-12066-3p
mco-miR-12067-3p	mco-miR-12067-3p
mco-miR-12068-3p	mco-miR-12068-3p
mco-miR-12068-5p	mco-miR-12068-5p
mco-miR-12069-3p	mco-miR-12069-3p
mco-miR-12070-3p	mco-miR-12070-3p
mco-miR-12071-5p	mco-miR-12071-5p
mco-miR-124a-3p	mco-miR-124a-3p
mco-miR-124b-3p	mco-miR-124b-3p
mco-miR-125-5p	mco-miR-125-5p
mco-miR-133-3p	mco-miR-133-3p
mco-miR-1-3p	mco-miR-1-3p
mco-miR-153-3p	mco-miR-153-3p
mco-miR-153-5p	mco-miR-153-5p
mco-miR-184-3p	mco-miR-184-3p
mco-miR-190-3p	mco-miR-190-3p
mco-miR-190-5p	mco-miR-190-5p
mco-miR-2162-3p	mco-miR-2162-3p
mco-miR-219-5p	mco-miR-219-5p
mco-miR-277-3p	mco-miR-277-3p
mco-miR-277b-3p	mco-miR-277b-3p
mco-miR-281-3p	mco-miR-281-3p
mco-miR-2a-3p	mco-miR-2a-3p
mco-miR-2b-3p	mco-miR-2b-3p
mco-miR-2c-3p	mco-miR-2c-3p
mco-miR-307-3p	mco-miR-307-3p
mco-miR-31-5p	mco-miR-31-5p
mco-miR-3479a-3p	mco-miR-3479a-3p
mco-miR-3479b-3p	mco-miR-3479b-3p
mco-miR-36a-3p	mco-miR-36a-3p
mco-miR-36b-3p	mco-miR-36b-3p
mco-miR-4989-3p	mco-miR-4989-3p
mco-miR-61-3p	mco-miR-61-3p
mco-miR-71-5p	mco-miR-71-5p
mco-miR-745-3p	mco-miR-745-3p
mco-miR-7a-5p	mco-miR-7a-5p
mco-miR-7b-3p	mco-miR-7b-3p
mco-miR-87-3p	mco-miR-87-3p
mco-miR-9-5p	mco-miR-9-5p
mco-miR-96-5p	mco-miR-96-5p
mcpv-miR-P1-3p	mcpv-miR-P1-3p
mcpv-miR-P1-5p	mcpv-miR-P1-5p
mdm-miR10978a	mdm-miR10978a
mdm-miR10978b	mdm-miR10978b
mdm-miR10979	mdm-miR10979
mdm-miR10980a	mdm-miR10980a
mdm-miR10980b	mdm-miR10980b
mdm-miR10981a	mdm-miR10981a
mdm-miR10981b	mdm-miR10981b
mdm-miR10981c	mdm-miR10981c
mdm-miR10981d	mdm-miR10981d
mdm-miR10982a	mdm-miR10982a
mdm-miR10982b	mdm-miR10982b
mdm-miR10982c	mdm-miR10982c
mdm-miR10982d	mdm-miR10982d
mdm-miR10983	mdm-miR10983
mdm-miR10984a-3p	mdm-miR10984a-3p
mdm-miR10984a-5p	mdm-miR10984a-5p
mdm-miR10984b-3p	mdm-miR10984b-3p
mdm-miR10984b-5p	mdm-miR10984b-5p
mdm-miR10985	mdm-miR10985
mdm-miR10986	mdm-miR10986
mdm-miR10987	mdm-miR10987
mdm-miR10988	mdm-miR10988
mdm-miR10989a	mdm-miR10989a
mdm-miR10989b	mdm-miR10989b
mdm-miR10989c	mdm-miR10989c
mdm-miR10989d	mdm-miR10989d
mdm-miR10989e	mdm-miR10989e
mdm-miR10990	mdm-miR10990
mdm-miR10991a	mdm-miR10991a
mdm-miR10991b	mdm-miR10991b
mdm-miR10991c	mdm-miR10991c
mdm-miR10991d	mdm-miR10991d
mdm-miR10991e	mdm-miR10991e
mdm-miR10992	mdm-miR10992
mdm-miR10993a	mdm-miR10993a
mdm-miR10993b	mdm-miR10993b
mdm-miR10993c	mdm-miR10993c
mdm-miR10993d	mdm-miR10993d
mdm-miR10993e	mdm-miR10993e
mdm-miR10993f	mdm-miR10993f
mdm-miR10994-3p	mdm-miR10994-3p
